Occupation,Monthly Income,Credit Score,Years of Experience,Finance Status,Finance History,Car,Number of Children,Age,Gender,Education Level,Job Title,Salary
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,29,Female,Bachelor's,Graphic Designer,60000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,29,Male,Bachelor's,Marketing Analyst,50000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,30,Female,Bachelor's,Content Marketing Manager,50000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,29,Female,Bachelor's,Sales Associate,55000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,30,Female,Bachelor's,Digital Content Producer,40000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,29,Female,Bachelor's,Junior HR Generalist,50000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,29,Male,Bachelor's,Junior Web Designer,45000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,29,Female,Bachelor's,Junior Recruiter,45000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,30,Female,Bachelor's,Junior Copywriter,45000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,30,Female,Bachelor's,Junior Social Media Manager,45000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,30,Male,Bachelor's,Junior Advertising Coordinator,45000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Social Media Specialist,45000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,30,Male,Bachelor's,Junior Marketing Specialist,45000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,32,Male,Bachelor's,Junior Sales Representative,45000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,31,Male,Bachelor's,Junior Financial Analyst,45000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Marketing Coordinator,50000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,31,Male,Bachelor's,Junior Operations Analyst,50000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,31,Male,Bachelor's,Junior Project Manager,50000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,31,Male,Bachelor's,Junior Operations Analyst,55000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,32,Male,Bachelor's,Junior Marketing Coordinator,50000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Business Development Associate,55000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Financial Analyst,50000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,31,Male,Bachelor's,Junior Marketing Coordinator,50000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Business Development Associate,55000
Event Planner,"$3,800 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Financial Analyst,50000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,35,Male,Bachelor's,Financial Analyst,50000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,33,Male,Master's,Product Designer,65000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,33,Male,Bachelor's,Web Developer,90000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,32,Male,Master's,Senior Software Engineer,65000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,31,Female,Bachelor's,Marketing Coordinator,100000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,32,Male,Master's,Senior Business Analyst,55000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,31,Male,Master's,Senior Financial Analyst,90000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,33,Female,Master's,Senior Financial Analyst,95000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,34,Female,Master's,Senior Financial Advisor,95000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,34,Female,Bachelor's,Junior Marketing Analyst,100000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,34,Female,Master's,Senior Financial Advisor,70000
Human Resources Manager,"$7,000 ",780,6,Stable,No significant issues,Yes,2,34,Female,Master's,Senior Financial Advisor,100000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,29,Male,Bachelor's,Marketing Analyst,80000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,27,Male,Bachelor's,Customer Service Rep,55000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,30,Male,Bachelor's,IT Support,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,27,Male,Bachelor's,Technical Writer,50000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,28,Female,Bachelor's,Copywriter,45000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,27,Female,Master's,UX Researcher,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,28,Male,Bachelor's,Technical Support Specialist,65000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,29,Female,Bachelor's,Junior Designer,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,27,Male,Bachelor's,Junior Account Manager,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,28,Male,Bachelor's,Customer Success Manager,45000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,26,Male,Bachelor's,Junior Accountant,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,28,Male,Bachelor's,Junior Business Analyst,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,26,Male,Bachelor's,Junior Customer Support Specialist,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,28,Male,Bachelor's,Junior Software Engineer,35000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,29,Male,Bachelor's,Junior Marketing Coordinator,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,29,Female,Bachelor's,Junior Sales Representative,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,27,Male,Bachelor's,Junior Product Manager,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,28,Male,Bachelor's,Junior Business Analyst,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,28,Male,Bachelor's,Junior Business Development Associate,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,28,Male,Bachelor's,Junior Financial Analyst,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,28,Male,Bachelor's,Junior Business Development Associate,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,30,Male,Bachelor's,Junior Business Analyst,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,29,Female,Bachelor's,Junior Marketing Specialist,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,30,Female,Bachelor's,Junior Operations Coordinator,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,30,Female,Bachelor's,Junior HR Coordinator,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,29,Female,Bachelor's,Junior Marketing Analyst,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,29,Female,Bachelor's,Junior Project Manager,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,29,Female,Bachelor's,Junior Project Manager,40000
Personal Trainer,"$3,500 ",670,2,Stable,No significant issues,No,0,29,Female,Bachelor's,Junior Project Manager,40000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,32,Male,Bachelor's,Software Engineer,40000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,34,Female,Master's,Business Analyst,90000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,34,Female,Master's,UX Designer,80000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,32,Male,Bachelor's,Account Manager,80000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,31,Female,Bachelor's,Customer Service Representative,75000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,31,Female,Bachelor's,Event Coordinator,45000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,33,Male,Bachelor's,Junior Web Developer,45000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,33,Female,Bachelor's,Junior Operations Analyst,50000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,33,Male,Bachelor's,Junior Software Developer,50000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,32,Female,Bachelor's,Junior Financial Analyst,50000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,32,Female,Bachelor's,Junior Account Manager,50000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,33,Female,Bachelor's,Junior Operations Manager,55000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,33,Female,Bachelor's,Junior Operations Analyst,70000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,34,Female,Bachelor's,Junior Financial Analyst,70000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,33,Female,Bachelor's,Junior Marketing Manager,70000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,33,Male,Bachelor's,Junior Marketing Specialist,70000
Real Estate Agent,"$5,500 ",720,5,Stable,No significant issues,Yes,1,33,Male,Bachelor's,Junior Marketing Specialist,70000
Photographer,"$2,500 ",610,1,Unstable,Late payments,No,1,26,Female,Bachelor's,Marketing Coordinator,70000
Photographer,"$2,500 ",610,1,Unstable,Late payments,No,1,24,Male,Bachelor's,Junior Developer,45000
Photographer,"$2,500 ",610,1,Unstable,Late payments,No,1,26,Female,Bachelor's,Customer Success Rep,40000
Photographer,"$2,500 ",610,1,Unstable,Late payments,No,1,26,Male,Bachelor's,Junior Accountant,40000
Photographer,"$2,500 ",610,1,Unstable,Late payments,No,1,26,Male,Bachelor's,Junior Software Developer,35000
Photographer,"$2,500 ",610,1,Unstable,Late payments,No,1,27,Male,Bachelor's,Junior Sales Representative,35000
Photographer,"$2,500 ",610,1,Unstable,Late payments,No,1,28,Female,Bachelor's,Junior Operations Manager,35000
Mechanical Engineer,$8,,,,,,,,,,,35000
Mechanical Engineer,$8,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,32,Male,Bachelor's,Software Engineer,
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,34,Female,Master's,Business Analyst,90000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,34,Female,Master's,UX Designer,80000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,32,Male,Bachelor's,Account Manager,80000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,31,Female,Bachelor's,Customer Service Representative,75000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,31,Female,Bachelor's,Event Coordinator,45000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,33,Male,Bachelor's,Junior Web Developer,45000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,33,Female,Bachelor's,Junior Operations Analyst,50000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,33,Male,Bachelor's,Junior Software Developer,50000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,32,Female,Bachelor's,Junior Financial Analyst,50000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,32,Female,Bachelor's,Junior Account Manager,50000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,33,Female,Bachelor's,Junior Operations Manager,55000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,33,Female,Bachelor's,Junior Operations Analyst,70000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,34,Female,Bachelor's,Junior Financial Analyst,70000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,33,Female,Bachelor's,Junior Marketing Manager,70000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,33,Male,Bachelor's,Junior Marketing Specialist,70000
Marketing Manager,"$5,800 ",710,5,Stable,No significant issues,Yes,1,33,Male,Bachelor's,Junior Marketing Specialist,70000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,35,Male,Bachelor's,Financial Analyst,70000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,33,Male,Master's,Product Designer,65000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,33,Male,Bachelor's,Web Developer,90000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,32,Male,Master's,Senior Software Engineer,65000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Marketing Coordinator,100000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,32,Male,Master's,Senior Business Analyst,55000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,31,Male,Master's,Senior Financial Analyst,90000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,33,Female,Master's,Senior Financial Analyst,95000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,34,Female,Master's,Senior Financial Advisor,95000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,34,Female,Bachelor's,Junior Marketing Analyst,100000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,34,Female,Master's,Senior Financial Advisor,70000
Software Developer,"$7,200 ",750,6,Stable,No significant issues,Yes,0,34,Female,Master's,Senior Financial Advisor,100000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,31,Male,Bachelor's,Sales Manager,80000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,31,Female,Bachelor's,Accountant,80000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,30,Female,Bachelor's,Social Media Manager,55000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,32,Female,Bachelor's,Marketing Coordinator,55000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,30,Female,Bachelor's,Junior Marketing Manager,50000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,31,Male,Bachelor's,Junior Project Manager,50000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,31,Female,Bachelor's,Junior HR Coordinator,60000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,31,Male,Bachelor's,Junior Accountant,50000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,31,Male,Bachelor's,Junior HR Generalist,50000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,33,Male,Bachelor's,Junior Operations Manager,50000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,32,Female,Bachelor's,Junior Marketing Manager,60000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,33,Male,Bachelor's,Junior Business Analyst,60000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,32,Male,Bachelor's,Junior Product Manager,60000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,33,Male,Bachelor's,Junior Financial Analyst,65000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,33,Male,Bachelor's,Junior Business Analyst,60000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,32,Male,Bachelor's,Junior Financial Advisor,60000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,33,Male,Bachelor's,Junior Product Manager,65000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,33,Male,Bachelor's,Junior Business Analyst,60000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,33,Male,Bachelor's,Junior Product Manager,60000
Electrician,"$4,200 ",680,4,Stable,No significant issues,Yes,2,33,Male,Bachelor's,Junior Business Analyst,60000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,28,Female,Master's,Data Analyst,60000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,29,Male,Master's,Software Developer,65000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,28,Female,Bachelor's,Social Media Specialist,75000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,29,Male,Master's,Data Scientist,45000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,30,Male,Bachelor's,Network Engineer,75000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,29,Female,Bachelor's,Graphic Designer,60000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,29,Male,Bachelor's,Marketing Analyst,50000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,30,Female,Bachelor's,Content Marketing Manager,50000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,29,Female,Bachelor's,Sales Associate,55000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,30,Female,Bachelor's,Digital Content Producer,40000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,29,Female,Bachelor's,Junior HR Generalist,50000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,29,Male,Bachelor's,Junior Web Designer,45000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,29,Female,Bachelor's,Junior Recruiter,45000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,30,Female,Bachelor's,Junior Copywriter,45000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,30,Female,Bachelor's,Junior Social Media Manager,45000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,30,Male,Bachelor's,Junior Advertising Coordinator,45000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Social Media Specialist,45000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,30,Male,Bachelor's,Junior Marketing Specialist,45000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,32,Male,Bachelor's,Junior Sales Representative,45000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Financial Analyst,45000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Marketing Coordinator,50000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Operations Analyst,50000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Project Manager,50000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Operations Analyst,55000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,32,Male,Bachelor's,Junior Marketing Coordinator,50000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Business Development Associate,55000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Financial Analyst,50000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Marketing Coordinator,50000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Business Development Associate,55000
Sales Representative,"$3,600 ",660,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Financial Analyst,50000
Graphic Designer,"$2,700 ",610,,Unstable,"Late payments, collections",No,1,,,,,50000
Graphic Designer,"$2,700 ",610,,Unstable,"Late payments, collections",No,1,,,,,
Nurse,"$4,500 ",720,,Stable,No significant issues,Yes,3,,,,,
Nurse,"$4,500 ",720,,Stable,No significant issues,Yes,3,,,,,
Data Analyst,"$5,800 ",730,,Stable,No significant issues,Yes,0,,,,,
Data Analyst,"$5,800 ",730,,Stable,No significant issues,Yes,0,,,,,
Retail Manager,"$4,200 ",670,,Stable,No significant issues,Yes,2,,,,,
Retail Manager,"$4,200 ",670,,Stable,No significant issues,Yes,2,,,,,
Mechanical Technician,"$2,900 ",620,,Unstable,"Late payments, collections",No,0,,,,,
Mechanical Technician,"$2,900 ",620,,Unstable,"Late payments, collections",No,0,,,,,
Physical Therapist,"$6,200 ",780,,Stable,No significant issues,Yes,1,,,,,
Physical Therapist,"$6,200 ",780,,Stable,No significant issues,Yes,1,,,,,
Writer,"$2,000 ",570,,Unstable,"Missed payments, collections, charge-offs",No,2,,,,,
Writer,"$2,000 ",570,,Unstable,"Missed payments, collections, charge-offs",No,2,,,,,
Veterinarian,"$7,500 ",760,,Stable,No significant issues,Yes,0,,,,,
Veterinarian,"$7,500 ",760,,Stable,No significant issues,Yes,0,,,,,
Accountant,"$5,000 ",710,,Stable,No significant issues,Yes,2,,,,,
Accountant,"$5,000 ",710,,Stable,No significant issues,Yes,2,,,,,
Chef,"$3,200 ",640,,Stable,No significant issues,No,1,,,,,
Chef,"$3,200 ",640,,Stable,No significant issues,No,1,,,,,
Web Developer,"$6,200 ",730,,Stable,No significant issues,Yes,0,,,,,
Web Developer,"$6,200 ",730,,Stable,No significant issues,Yes,0,,,,,
Insurance Agent,"$4,200 ",670,,Stable,No significant issues,Yes,1,,,,,
Insurance Agent,"$4,200 ",670,,Stable,No significant issues,Yes,1,,,,,
Bank Teller,"$2,700 ",610,,Unstable,"Late payments, collections",No,0,,,,,
Bank Teller,"$2,700 ",610,,Unstable,"Late payments, collections",No,0,,,,,
Event Planner,"$3,600 ",690,,Stable,No significant issues,No,0,,,,,
Event Planner,"$3,600 ",690,,Stable,No significant issues,No,0,,,,,
Human Resources Manager,"$6,800 ",780,,Stable,No significant issues,Yes,2,,,,,
Human Resources Manager,"$6,800 ",780,,Stable,No significant issues,Yes,2,,,,,
Personal Trainer,"$3,200 ",650,,Stable,No significant issues,No,,,,,,
Personal Trainer,"$3,200 ",650,,Stable,No significant issues,No,,,,,,
Sales Manager,"$8,500 ",790,,Stable,No significant issues,Yes,1,,,,,
Sales Manager,"$8,500 ",790,,Stable,No significant issues,Yes,1,,,,,
Architect,"$6,500 ",730,,Stable,No significant issues,Yes,0,,,,,
Architect,"$6,500 ",730,,Stable,No significant issues,Yes,0,,,,,
Graphic Designer,"$3,800 ",660,,Stable,No significant issues,Yes,1,,,,,
Graphic Designer,"$3,800 ",660,,Stable,No significant issues,Yes,1,,,,,
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,38,Male,PhD,Senior Scientist,
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,39,Female,Bachelor's,Marketing Specialist,110000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,38,Female,Master's,Digital Marketing Manager,65000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,37,Male,Bachelor's,Project Manager,90000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,34,Female,Master's,Financial Advisor,95000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,38,Female,Master's,Public Relations Manager,95000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,35,Male,Master's,Senior Product Manager,90000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,39,Female,Bachelor's,Administrative Assistant,120000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Accountant,55000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Human Resources Coordinator,80000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,39,Female,Bachelor's,Senior Operations Manager,80000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,39,Male,Bachelor's,Senior Marketing Specialist,120000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Product Manager,120000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,37,Female,Bachelor's,Senior Financial Manager,120000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Business Analyst,120000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,37,Male,Bachelor's,Senior Business Development Manager,110000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Business Analyst,120000
Physician,"$15,000 ",820,10,Stable,No significant issues,Yes,2,38,Female,Bachelor's,Senior Business Analyst,110000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Sales Manager,110000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Accountant,80000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,30,Female,Bachelor's,Social Media Manager,55000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,32,Female,Bachelor's,Marketing Coordinator,55000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,30,Female,Bachelor's,Junior Marketing Manager,50000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Project Manager,50000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior HR Coordinator,60000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Accountant,50000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior HR Generalist,50000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,33,Male,Bachelor's,Junior Operations Manager,50000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,32,Female,Bachelor's,Junior Marketing Manager,60000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,33,Male,Bachelor's,Junior Business Analyst,60000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,32,Male,Bachelor's,Junior Product Manager,60000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,33,Male,Bachelor's,Junior Financial Analyst,65000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,33,Male,Bachelor's,Junior Business Analyst,60000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,32,Male,Bachelor's,Junior Financial Advisor,60000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,33,Male,Bachelor's,Junior Product Manager,65000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,33,Male,Bachelor's,Junior Business Analyst,60000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,33,Male,Bachelor's,Junior Product Manager,60000
Electrician,"$4,500 ",690,4,Stable,No significant issues,Yes,0,33,Male,Bachelor's,Junior Business Analyst,60000
Customer Service Rep,"$2,800 ",630,2,Unstable,"Late payments, collections",No,1,29,Male,Bachelor's,Marketing Analyst,60000
Customer Service Rep,"$2,800 ",630,2,Unstable,"Late payments, collections",No,1,27,Male,Bachelor's,Customer Service Rep,55000
